-29.999985	99.999977	-99.999992
20.000015	99.999985	-200
-30.000015	-100.000023	-100.000008
19.999985	-100.000015	-200
-430	100.000008	-99.999992
-430	100.000023	-200
-430	-99.999992	-100.000008
-430	-99.999977	-200
-30	-2.2e-05	-100
-4.999985	99.999977	-149.999985
20	-1.7e-05	-200
-5.000015	-100.000023	-150.000015
-230.000015	-100.000008	-100.000008
-205.000015	-99.999992	-200
-430	-99.999985	-150.000015
-430	1.3e-05	-100
-430	2.2e-05	-200
-430	100.000015	-149.999985
-229.999985	99.999992	-99.999992
-204.999985	100.000008	-200
-205	2e-06	-200
-230	-4e-06	-100
-217.499985	100	-149.999985
-430	1.7e-05	-150
-217.500015	-100	-150.000015
-5	-2e-05	-150
-30	49.999977	-100
7.500015	99.999977	-174.999985
20	-50.000019	-200
-17.500015	-100.000015	-125.000008
-130	-100.000015	-100.000008
-317.5	-99.999985	-200
-430	-99.999985	-125.000008
-430	-49.999985	-100
-430	50.000023	-200
-430	100.000015	-124.999992
-330	100	-99.999992
-92.499985	99.999992	-200
-30	-50.000023	-100
-17.499985	99.999985	-124.999992
20	49.999981	-200
7.499985	-100.000023	-175.000015
-330	-100	-100.000008
-92.500015	-100.000008	-200
-430	-99.999985	-175.000015
-430	50.000015	-100
-430	-49.999977	-200
-430	100.000015	-174.999985
-130	99.999985	-99.999992
-317.5	100.000015	-200
-205	50	-200
-205	-50	-200
-317.5	1.2e-05	-200
-92.5	-8e-06	-200
-230	49.999996	-100
-230	-50.000004	-100
-130	-1.3e-05	-100
-330	4e-06	-100
-111.249992	99.999992	-149.999985
-323.75	100.000008	-149.999985
-223.749985	100	-124.999992
-211.249985	100	-174.999985
-430	50.000019	-150
-430	-49.999981	-150
-430	1.5e-05	-125
-430	2e-05	-175
-323.75	-99.999992	-150.000015
-111.250008	-100.000008	-150.000015
-223.750015	-100	-125.000008
-211.250015	-100	-175.000015
-5	-50.000019	-150
-5	49.999981	-150
-17.5	-2.1e-05	-125
7.5	-1.9e-05	-175
7.5	49.999985	-175
-17.5	49.999977	-125
-17.5	-50.000023	-125
-101.875015	-100.000008	-175.000015
-120.625008	-100.000008	-125.000008
-326.875	-99.999992	-125.000008
-430	-49.999977	-175
-430	-49.999985	-125
-430	50.000015	-125
-320.625	100.000008	-174.999985
-326.875	100.000008	-124.999992
-120.624992	99.999992	-124.999992
-330	-49.999996	-100
-130	-50.000011	-100
-130	49.999989	-100
-92.5	-50.000008	-200
-317.5	-49.999989	-200
-317.5	50.000011	-200
-92.5	49.999992	-200
-330	50.000004	-100
-101.874985	99.999992	-174.999985
-430	50.000023	-175
-320.625	-99.999992	-175.000015
7.5	-50.000015	-175
-30	74.999977	-99.999992
13.750015	99.999977	-187.5
20	-75.000015	-200
-23.750015	-100.000015	-112.500008
-80.000015	-100.000023	-100.000008
-373.75	-99.999977	-200
-430	-99.999985	-112.500008
-430	-74.999992	-100.000008
-430	75.000023	-200
-430	100.000015	-112.499992
-380	100.000008	-99.999992
-36.249985	99.999992	-200
-30	-25.000021	-100
-11.249985	99.999977	-137.499985
20	24.999983	-200
1.249985	-100.000023	-162.500015
-280	-100	-100.000008
-148.75	-100	-200
-430	-99.999985	-162.500015
-430	25.000013	-100
-430	-24.999979	-200
-430	100.000015	-162.499985
-180	99.999985	-99.999992
-261.25	100.000008	-200
-205	75.000008	-200
-205	-24.999998	-200
-373.75	1.7e-05	-200
-148.75	-3e-06	-200
-230	74.999992	-99.999992
-230	-25.000004	-100
-80	-1.7e-05	-100
-280	0	-100
-58.124985	99.999985	-149.999985
-270.625	100	-149.999985
-226.874985	100	-112.499992
-214.374985	100	-162.499985
-430	75.000015	-150
-430	-24.999983	-150
-430	1.4e-05	-112.5
-430	1.9e-05	-162.5
-376.875	-99.999985	-150.000015
-164.375	-100.000008	-150.000015
-226.875015	-100	-112.500008
-214.375015	-100	-162.500015
-5	-75.000023	-150
-5	24.999981	-150
-23.75	-2.1e-05	-112.5
1.25	-1.9e-05	-162.5
-30	24.999979	-100
1.250015	99.999977	-162.499985
20	-25.000017	-200
-11.250015	-100.000023	-137.500015
-180	-100.000015	-100.000008
-261.25	-99.999992	-200
-430	-99.999985	-137.500015
-430	-24.999987	-100
-430	25.000021	-200
-430	100.000015	-137.499985
-280	100	-99.999992
-148.75	100	-200
-30	-75.000023	-100.000008
-23.749985	99.999985	-112.499992
20	74.999985	-200
13.749985	-100.000023	-187.5
-380	-99.999992	-100.000008
-36.250015	-100.000008	-200
-430	-99.999985	-187.5
-430	75.000008	-99.999992
-430	-74.999977	-200
-430	100.000015	-187.5
-79.999985	99.999977	-99.999992
-373.75	100.000023	-200
-205	25.000002	-200
-205	-74.999992	-200
-261.25	7e-06	-200
-36.25	-1.3e-05	-200
-230	24.999996	-100
-230	-75.000008	-100.000008
-180	-9e-06	-100
-380	9e-06	-100
-164.375	99.999992	-149.999985
-376.875	100.000015	-149.999985
-220.624985	100	-137.499985
-208.124985	100	-187.5
-430	25.000017	-150
-430	-74.999985	-150
-430	1.6e-05	-137.5
-430	2.1e-05	-187.5
-270.625	-100	-150.000015
-58.125015	-100.000015	-150.000015
-220.625015	-100	-137.500015
-208.125015	-100	-187.5
-5	-25.000019	-150
-5	74.999977	-150
-11.25	-2e-05	-137.5
13.75	-1.8e-05	-187.5
7.5	24.999981	-175
7.5	74.999977	-175
1.25	49.999981	-162.5
13.75	49.999981	-187.5
-17.5	24.999979	-125
-17.5	74.999985	-124.999992
-23.75	49.999977	-112.5
-11.25	49.999981	-137.5
-17.5	-75.000015	-125.000008
-17.5	-25.000021	-125
