330	-62.5	-150
255	-50	-150
355	-50	-150
130	-12.5	-150
130	-62.5	-150
55	-50	-150
155	-50	-150
130	87.5	-150
130	37.5	-150
55	50	-150
155	50	-150
92.5	-12.5	-50
92.5	-62.5	-50
176.875	-50	-50
64.375	-50	-50
317.5	-12.5	-50
317.5	-62.5	-50
401.875	-50	-50
289.375	-50	-50
317.5	87.5	-50
317.5	37.5	-50
401.875	50	-50
289.375	50	-50
92.5	87.5	-50
92.5	37.5	-50
176.875	50	-50
64.375	50	-50
330	87.5	-150
330	37.5	-150
255	50	-150
355	50	-150
19.84375	100	-75
129.21875	100	-75
108.90625	100	-93.75
99.53125	100	-68.75
430	87.5	-75
430	37.5	-75
430	50	-93.75
430	50	-68.75
402.65625	-100	-75
293.28125	-100	-75
322.96875	-100	-93.75
319.84375	-100	-68.75
-7.5	-87.5	-75
-7.5	-37.5	-75
1.875	-50	-93.75
-10.625	-50	-68.75
30	62.5	-150
-10.625	100	-68.75
-20	-62.5	-50
20.625	-100	-131.25
105	-100	-150
345.625	-100	-50
430	-100	-131.25
430	-62.5	-150
430	62.5	-50
430	100	-131.25
355	100	-150
64.375	100	-50
30	-37.5	-150
14.375	100	-118.75
-20	37.5	-50
-4.375	-100	-81.25
305	-100	-150
120.625	-100	-50
430	-100	-81.25
430	37.5	-150
430	-37.5	-50
430	100	-81.25
155	100	-150
289.375	100	-50
205	62.5	-50
205	-37.5	-50
345.625	0	-50
120.625	0	-50
230	62.5	-150
230	-37.5	-150
105	0	-150
305	0	-150
84.6875	100	-100
297.1875	100	-100
225.3125	100	-131.25
212.8125	100	-81.25
430	62.5	-100
430	-37.5	-100
430	0	-131.25
430	0	-81.25
350.3125	-100	-100
137.8125	-100	-100
225.3125	-100	-131.25
212.8125	-100	-81.25
5	-62.5	-100
5	37.5	-100
20.625	0	-131.25
-4.375	0	-81.25
30	12.5	-150
1.875	100	-93.75
-20	-12.5	-50
8.125	-100	-106.25
205	-100	-150
233.125	-100	-50
430	-100	-106.25
430	-12.5	-150
430	12.5	-50
430	100	-106.25
255	100	-150
176.875	100	-50
30	-87.5	-150
26.875	100	-143.75
-20	87.5	-50
-16.875	-100	-56.25
405	-100	-150
8.125	-100	-50
430	-100	-56.25
430	87.5	-150
430	-87.5	-50
430	100	-56.25
55	100	-150
401.875	100	-50
205	12.5	-50
205	-87.5	-50
233.125	0	-50
8.125	0	-50
230	12.5	-150
230	-87.5	-150
205	0	-150
405	0	-150
190.9375	100	-100
403.4375	100	-100
219.0625	100	-106.25
206.5625	100	-56.25
430	12.5	-100
430	-87.5	-100
430	0	-106.25
430	0	-56.25
244.0625	-100	-100
31.5625	-100	-100
219.0625	-100	-106.25
206.5625	-100	-56.25
5	-12.5	-100
5	87.5	-100
8.125	0	-106.25
-16.875	0	-56.25
-7.5	37.5	-75
-7.5	87.5	-75
-4.375	50	-81.25
-16.875	50	-56.25
17.5	37.5	-125
17.5	87.5	-125
20.625	50	-131.25
8.125	50	-106.25
17.5	-62.5	-125
17.5	-12.5	-125
20.625	-50	-131.25
8.125	-50	-106.25
129.21875	-100	-75
19.84375	-100	-75
104.21875	-100	-81.25
94.84375	-100	-56.25
146.40625	-100	-125
43.28125	-100	-125
122.96875	-100	-131.25
113.59375	-100	-106.25
352.65625	-100	-125
249.53125	-100	-125
327.65625	-100	-131.25
324.53125	-100	-106.25
430	-37.5	-75
430	-87.5	-75
430	-50	-81.25
430	-50	-56.25
430	-37.5	-125
430	-87.5	-125
430	-50	-131.25
430	-50	-106.25
430	62.5	-125
430	12.5	-125
430	50	-131.25
430	50	-106.25
293.28125	100	-75
402.65625	100	-75
321.40625	100	-81.25
318.28125	100	-56.25
301.09375	100	-125
404.21875	100	-125
327.65625	100	-131.25
324.53125	100	-106.25
94.84375	100	-125
197.96875	100	-125
122.96875	100	-131.25
113.59375	100	-106.25
330	-37.5	-150
330	-87.5	-150
305	-50	-150
405	-50	-150
130	-37.5	-150
130	-87.5	-150
105	-50	-150
205	-50	-150
130	62.5	-150
130	12.5	-150
105	50	-150
205	50	-150
92.5	-37.5	-50
92.5	-87.5	-50
120.625	-50	-50
8.125	-50	-50
317.5	-37.5	-50
317.5	-87.5	-50
345.625	-50	-50
233.125	-50	-50
317.5	62.5	-50
317.5	12.5	-50
345.625	50	-50
233.125	50	-50
92.5	62.5	-50
92.5	12.5	-50
120.625	50	-50
8.125	50	-50
330	62.5	-150
330	12.5	-150
305	50	-150
405	50	-150
74.53125	100	-75
183.90625	100	-75
104.21875	100	-81.25
94.84375	100	-56.25
430	62.5	-75
430	12.5	-75
430	50	-81.25
430	50	-56.25
347.96875	-100	-75
238.59375	-100	-75
321.40625	-100	-81.25
318.28125	-100	-56.25
-7.5	-62.5	-75
-7.5	-12.5	-75
-4.375	-50	-81.25
-16.875	-50	-56.25
-13.75	-37.5	-62.5
-13.75	-12.5	-62.5
-10.625	-25	-68.75
-16.875	-25	-56.25
-1.25	-37.5	-87.5
-1.25	-12.5	-87.5
1.875	-25	-93.75
-4.375	-25	-81.25
-1.25	-87.5	-87.5
-1.25	-62.5	-87.5
1.875	-75	-93.75
-4.375	-75	-81.25
291.328125	-100	-62.5
235.859375	-100	-62.5
264.765625	-100	-68.75
262.421875	-100	-56.25
295.234375	-100	-87.5
241.328125	-100	-87.5
269.453125	-100	-93.75
267.109375	-100	-81.25
403.046875	-100	-87.5
349.140625	-100	-87.5
376.484375	-100	-93.75
375.703125	-100	-81.25
430	37.5	-62.5
430	12.5	-62.5
430	25	-68.75
430	25	-56.25
430	37.5	-87.5
430	12.5	-87.5
430	25	-93.75
430	25	-81.25
430	87.5	-87.5
430	62.5	-87.5
430	75	-93.75
430	75	-81.25
124.921875	100	-62.5
180.390625	100	-62.5
154.609375	100	-68.75
150.703125	100	-56.25
133.515625	100	-87.5
187.421875	100	-87.5
162.421875	100	-93.75
158.515625	100	-81.25
25.703125	100	-87.5
79.609375	100	-87.5
55.390625	100	-93.75
49.921875	100	-81.25
380	37.5	-150
380	12.5	-150
355	25	-150
405	25	-150
280	37.5	-150
280	12.5	-150
255	25	-150
305	25	-150
280	87.5	-150
280	62.5	-150
255	75	-150
305	75	-150
36.25	37.5	-50
36.25	12.5	-50
64.375	25	-50
8.125	25	-50
148.75	37.5	-50
148.75	12.5	-50
176.875	25	-50
120.625	25	-50
148.75	87.5	-50
